id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
67,APON-030-009-0192-05,1,34,222-003,SL,3,1605,Guava garden,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,11/24/2020,,1,1,11/10/2020,1,11/10/2020,11260,1,9/7/2021,0,9/7/2021,,1,3610,4.92,67,,,CASH,,,,0,,,5,,51,10/26/2021,,,0,,0,8/1/2021 12:06,11/10/2021 22:23,,0,0,,
68,APON-030-009-0193-19,1,34,222-004,JAGO-W,3,1608,Jute cultivation,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,19,R,4/27/2021,,1,1,4/8/2021,1,4/8/2021,22520,1,1/11/2022,0,1/11/2022,,1,15800,9.83,68,,,CASH,,,,0,,,5,,37,3/29/2022,,,0,,0,8/1/2021 12:06,1/12/2022 18:51,,0,0,,
69,APON-030-009-0196-01,1,34,222-001,JAGO-M,3,1610,Litchi garden,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,9/8/2020,,1,1,8/20/2020,1,8/20/2020,11260,1,8/24/2021,0,8/24/2021,,1,730,4.92,69,,,CASH,,,,0,,,5,,50,8/10/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
70,APON-030-009-0198-06,1,34,222-002,RMC-W,3,1613,Mango orchard,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,6,R,11/24/2020,,1,1,11/10/2020,1,11/10/2020,33780,1,11/2/2021,0,11/2/2021,,1,10830,14.75,70,,,CASH,,,,0,,,5,,45,10/26/2021,,,0,,0,8/1/2021 12:06,11/3/2021 11:45,,0,0,,
71,APON-030-009-0199-05,1,34,222-003,RMC-W,3,1614,Nursary,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,4/6/2021,,1,1,3/23/2021,1,3/23/2021,11260,1,3/8/2022,0,3/8/2022,,1,7480,4.92,71,,,CASH,,,,0,,,5,,40,3/8/2022,,,0,,0,8/1/2021 12:06,3/8/2022 19:29,,0,0,,
72,APON-030-009-0203-16,1,34,222-004,ME-W,3,1615,Others agriculture,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,16,R,6/22/2021,,1,1,6/8/2021,1,6/8/2021,56300,1,5/31/2022,0,5/31/2022,,1,47900,24.58,72,,,CASH,,,,0,,,5,,42,5/31/2022,,,0,,0,8/1/2021 12:06,5/31/2022 20:22,,0,0,,
73,APON-030-009-0205-02,1,34,222-001,RMC-NBL,3,1616,Paddy cultivation,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,2,R,4/27/2021,,1,1,4/8/2021,1,4/8/2021,28150,1,1/25/2022,0,1/25/2022,,1,19750,12.29,73,,,CASH,,,,0,,,5,,36,3/29/2022,,,0,,0,8/1/2021 12:06,1/26/2022 11:41,,0,0,,
74,APON-030-009-0207-08,1,34,222-002,ME-NBL,3,1620,Plum cultivation,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,8,R,4/27/2021,,1,1,4/13/2021,1,4/13/2021,78820,1,2/15/2022,0,2/15/2022,,1,55300,34.41,74,,,CASH,,,,0,,,5,,34,3/29/2022,,,0,,0,8/1/2021 12:06,2/16/2022 10:00,,0,0,,
75,APON-030-010-0209-07,1,34,222-003,SHED,3,1627,Poltry firm,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,11/10/2020,,1,1,10/27/2020,1,10/27/2020,22520,1,4/19/2022,0,4/19/2022,,1,6260,9.83,75,,,CASH,,,,0,,,5,,39,10/12/2021,,,0,,0,8/1/2021 12:06,4/20/2022 10:31,,0,0,,
76,APON-030-010-0215-09,1,34,222-004,RMC-M,3,1631,Potato cultivation,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,9,R,7/27/2021,,1,1,6/23/2021,1,6/23/2021,22520,1,7/5/2022,0,7/5/2022,,1,20000,9.83,76,,,CASH,,,,0,,,5,,32,6/14/2022,,,0,,0,8/1/2021 12:06,7/6/2022 6:59,,0,0,,
77,APON-030-010-0223-14,1,34,222-001,ME-M-60,3,1635,Raising goats,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,14,R,2/3/2015,,1,1,1/20/2015,1,1/20/2015,,0,,1,,,1,14678,24.58,77,,,CASH,,,,0,,,5,,62,12/15/2015,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
78,APON-030-011-0231-23,1,34,222-002,ME-M-72,3,1641,Spice Plantations,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,23,R,1/6/2021,,1,1,12/23/2020,1,12/23/2020,55174,1,2/9/2022,0,2/9/2022,,1,26362,24.09,78,,,CASH,,,,0,,,5,,48,1/5/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
79,APON-030-011-0232-01,1,34,222-003,SL,3,1647,Vegetable cultivation,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,1,R,10/28/2020,,1,1,10/14/2020,1,10/14/2020,28150,1,11/17/2021,0,11/17/2021,,1,8425,12.29,79,,,CASH,,,,0,,,5,,58,11/3/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
80,APON-030-011-0237-15,1,34,222-004,JAGO-W,3,1651,Wheat farming,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,15,R,5/19/2021,,1,1,5/5/2021,1,5/5/2021,22520,1,3/23/2022,0,3/23/2022,,1,17480,9.83,80,,,CASH,,,,0,,,5,,40,5/11/2022,,,0,,0,8/1/2021 12:06,3/23/2022 18:35,,0,0,,
81,APON-030-011-0238-18,1,34,222-001,JAGO-M,3,1654,Agricultural tools,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,18,R,3/24/2021,,1,1,2/25/2021,1,2/25/2021,45040,1,5/18/2022,0,5/18/2022,,1,29080,19.66,81,,,CASH,,,,0,,,5,,63,3/16/2022,,,0,,0,8/1/2021 12:06,5/19/2022 13:33,,0,0,,
82,APON-030-011-0242-16,1,34,222-002,RMC-W,3,1656,Banana cultivation,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,16,R,12/23/2020,,1,1,12/8/2020,1,12/8/2020,22520,1,10/6/2021,0,10/6/2021,,1,9920,9.83,82,,,CASH,,,,0,,,5,,41,12/22/2021,,,0,,0,8/1/2021 12:06,10/21/2021 14:29,,0,0,,
83,APON-030-011-0243-01,1,34,222-003,ME-W,3,1659,Betel leaf cultivation,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,1,R,12/23/2020,,1,1,12/9/2020,1,12/9/2020,33780,1,1/30/2022,0,1/30/2022,,1,14880,14.75,83,,,CASH,,,,0,,,5,,36,12/22/2021,,,0,,0,8/1/2021 12:06,1/31/2022 14:03,,0,0,,
84,APON-030-011-0244-07,1,34,222-004,RMC-NBL,3,1661,Cow fattening,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,3/10/2021,,1,1,2/18/2021,1,2/18/2021,22520,1,1/19/2022,0,1/19/2022,,1,13700,9.83,84,,,CASH,,,,0,,,5,,28,3/9/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
85,APON-030-011-0246-09,1,34,222-001,ME-NBL,3,1663,Dairy firm,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,9,R,8/19/2020,,1,1,8/5/2020,1,8/5/2020,55174,1,9/1/2021,0,9/1/2021,,1,4655,24.09,85,,,CASH,,,,0,,,5,,27,8/18/2021,,,0,,0,8/1/2021 12:06,9/4/2021 15:02,,0,0,,
86,APON-030-011-0247-10,1,34,222-002,SHED,3,1665,Fish farming,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,3/24/2021,,1,1,3/4/2021,1,3/4/2021,33780,1,2/2/2022,0,2/2/2022,,1,22440,14.75,86,,,CASH,,,,0,,,5,,40,3/16/2022,,,0,,0,8/1/2021 12:06,2/3/2022 12:17,,0,0,,
87,APON-030-012-0260-19,1,34,222-003,RMC-M,3,1667,Guava garden,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,19,R,10/7/2020,,1,1,9/23/2020,1,9/23/2020,39410,1,9/1/2021,0,9/1/2021,,1,10955,17.2,87,,,CASH,,,,0,,,5,,41,10/6/2021,,,0,,0,8/1/2021 12:06,9/4/2021 15:09,,0,0,,
88,APON-030-012-0262-08,1,34,222-004,ME-M-60,3,1671,Jute cultivation,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,8,R,3/24/2021,,1,1,3/4/2021,1,3/4/2021,33780,1,3/16/2022,0,3/16/2022,,1,22440,14.75,88,,,CASH,,,,0,,,5,,36,3/16/2022,,,0,,0,8/1/2021 12:06,3/16/2022 20:00,,0,0,,
89,APON-030-012-0264-08,1,34,222-001,ME-M-72,3,1674,Litchi garden,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,8,R,9/2/2020,,1,1,8/19/2020,1,8/19/2020,33780,1,9/8/2021,0,9/8/2021,,1,4350,14.75,89,,,CASH,,,,0,,,5,,34,9/1/2021,,,0,,0,8/1/2021 12:06,9/11/2021 13:09,,0,0,,
90,APON-030-013-0266-10,1,34,222-002,SL,3,1677,Mango orchard,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,10,R,1/20/2021,,1,1,1/6/2021,1,1/6/2021,22520,1,1/26/2022,0,1/26/2022,,1,11600,9.83,90,,,CASH,,,,0,,,5,,61,1/19/2022,,,0,,0,8/1/2021 12:06,1/26/2022 19:27,,0,0,,
91,APON-030-013-0268-08,1,34,222-003,RMC-W,3,1681,Nursary,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,8,R,8/26/2020,,1,1,8/12/2020,1,8/12/2020,11260,1,9/8/2021,0,9/8/2021,,1,1210,4.92,91,,,CASH,,,,0,,,5,,54,8/25/2021,,,0,,0,8/1/2021 12:06,9/11/2021 13:09,,0,0,,
92,APON-030-013-0270-14,1,34,222-004,ME-W,3,1684,Others agriculture,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,14,R,11/4/2020,,1,1,10/15/2020,1,10/15/2020,16890,1,11/17/2021,0,11/17/2021,,1,5009,7.37,92,,,CASH,,,,0,,,5,,56,11/10/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
93,APON-030-013-0272-13,1,34,222-001,RMC-NBL,3,1690,Paddy cultivation,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,13,R,2/24/2021,,1,1,2/10/2021,1,2/10/2021,101340,1,1/19/2022,0,1/19/2022,,1,65430,44.24,93,,,CASH,,,,0,,,5,,51,2/23/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
94,APON-030-013-0275-19,1,34,222-002,RMC-W,3,1693,Plum cultivation,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,19,R,10/14/2020,,1,1,9/24/2020,1,9/24/2020,67560,1,10/13/2021,0,10/13/2021,,1,16620,29.49,94,,,CASH,,,,0,,,5,,40,10/13/2021,,,0,,0,8/1/2021 12:06,10/14/2021 11:20,,0,0,,
95,APON-030-013-0276-18,1,34,222-003,ME-W,3,1700,Poltry firm,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,18,R,6/23/2021,,1,1,6/9/2021,1,6/9/2021,28150,1,6/8/2022,0,6/8/2022,,1,23950,12.29,95,,,CASH,,,,0,,,5,,40,6/8/2022,,,0,,0,8/1/2021 12:06,6/8/2022 19:21,,0,0,,
96,APON-030-013-0278-01,1,34,222-004,RMC-NBL,3,1703,Potato cultivation,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,1,R,4/21/2021,,1,1,4/7/2021,1,4/7/2021,11260,1,4/13/2022,0,4/13/2022,,1,8110,4.92,96,,,CASH,,,,0,,,5,,49,4/6/2022,,,0,,0,8/1/2021 12:06,4/13/2022 20:46,,0,0,,
97,APON-030-013-0280-08,1,34,222-001,ME-NBL,3,1708,Raising goats,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,8,R,1/20/2021,,1,1,1/6/2021,1,1/6/2021,22520,1,2/9/2022,0,2/9/2022,,1,11600,9.83,97,,,CASH,,,,0,,,5,,39,1/19/2022,,,0,,0,8/1/2021 12:06,2/12/2022 19:17,,0,0,,
98,APON-030-013-0282-20,1,34,222-002,SHED,3,1712,Spice Plantations,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,20,R,1/27/2021,,1,1,1/7/2021,1,1/7/2021,45040,1,12/21/2022,0,12/21/2022,,1,27400,19.66,98,,,CASH,,,,0,,,5,,38,1/26/2022,,,0,,0,8/1/2021 12:06,12/21/2022 17:42,,0,0,,
99,APON-030-013-0285-11,1,34,222-003,RMC-M,3,1716,Vegetable cultivation,D,50000,24,0,6300,0,0,,500,56300,46,1250,W,12,30,H,11,R,3/31/2021,,1,1,3/11/2021,1,3/11/2021,56300,1,2/23/2022,0,2/23/2022,,1,38450,24.58,99,,,CASH,,,,0,,,5,,39,3/23/2022,,,0,,0,8/1/2021 12:06,2/24/2022 13:29,,0,0,,
100,APON-030-013-0286-21,1,34,222-004,ME-M-84,3,1719,Wheat farming,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,21,R,7/28/2021,,1,1,6/26/2021,1,6/26/2021,39410,1,6/29/2022,0,6/29/2022,,1,35000,17.2,100,,,CASH,,,,0,,,5,,53,6/22/2022,,,0,,0,8/1/2021 12:06,6/29/2022 20:09,,0,0,,
101,APON-030-013-0292-09,1,34,222-001,ME-M-96,3,1723,Agricultural tools,D,35000,24,0,4410,0,0,,350,39410,46,875,W,12,30,H,9,R,2/24/2021,,1,1,2/10/2021,1,2/10/2021,39410,1,3/9/2022,0,3/9/2022,,1,24710,17.2,101,,,CASH,,,,0,,,5,,38,2/23/2022,,,0,,0,8/1/2021 12:06,3/9/2022 21:02,,0,0,,
102,APON-030-013-0293-12,1,34,222-002,SL,3,1734,Banana cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,9/2/2020,,1,1,8/19/2020,1,8/19/2020,55174,1,11/17/2021,0,11/17/2021,,1,10584,24.09,102,,,CASH,,,,0,,,5,,44,9/1/2021,,,0,,0,8/1/2021 12:06,11/18/2021 10:05,,0,0,,
103,APON-030-013-0294-10,1,34,222-003,JAGO-W,3,1737,Betel leaf cultivation,D,90000,24,0,11340,0,0,,900,101340,46,2250,W,12,30,H,10,R,2/10/2021,,1,1,1/27/2021,1,1/27/2021,101340,1,1/19/2022,0,1/19/2022,,1,57870,44.24,103,,,CASH,,,,0,,,5,,52,2/9/2022,,,0,,0,8/1/2021 12:06,1/20/2022 10:10,,0,0,,
104,APON-030-013-0295-10,1,34,222-004,JAGO-M,3,1741,Cow fattening,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,10,R,12/23/2020,,1,1,12/9/2020,1,12/9/2020,55174,1,2/15/2023,0,2/15/2023,,1,26803,24.09,104,,,CASH,,,,0,,,5,,50,12/22/2021,,,0,,0,8/1/2021 12:06,2/15/2023 17:32,,0,0,,
105,APON-030-014-0297-12,1,34,222-001,RMC-W,3,1745,Dairy firm,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,4/8/2021,,1,1,3/25/2021,1,3/25/2021,55174,1,7/21/2022,0,7/21/2022,,1,39739,24.09,105,,,CASH,,,,0,,,5,,42,3/31/2022,,,0,,0,8/1/2021 12:06,7/21/2022 16:03,,0,0,,
106,APON-030-014-0300-05,1,34,222-002,RMC-W,3,1746,Fish farming,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,5,R,12/17/2020,,1,1,12/3/2020,1,12/3/2020,33780,1,12/9/2021,0,12/9/2021,,1,14880,14.75,106,,,CASH,,,,0,,,5,,58,12/2/2021,,,0,,0,8/1/2021 12:06,12/11/2021 11:40,,0,0,,
107,APON-030-014-0309-09,1,34,222-003,ME-W,3,1750,Guava garden,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,9,R,1/21/2021,,1,1,1/7/2021,1,1/7/2021,11260,1,1/20/2022,0,1/20/2022,,1,5800,4.92,107,,,CASH,,,,0,,,5,,46,1/6/2022,,,0,,0,8/1/2021 12:06,1/22/2022 10:55,,0,0,,
108,APON-030-014-0312-16,1,34,222-004,RMC-NBL,3,1783,Jute cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,16,R,3/18/2021,,1,1,3/4/2021,1,3/4/2021,55174,1,4/28/2022,0,4/28/2022,,1,36652,24.09,108,,,CASH,,,,0,,,5,,59,3/3/2022,,,0,,0,8/1/2021 12:06,4/28/2022 18:39,,0,0,,
109,APON-030-014-0313-04,1,34,222-001,ME-NBL,3,1791,Litchi garden,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,4,R,9/24/2020,,1,1,9/7/2020,1,9/7/2020,16890,1,9/16/2021,0,9/16/2021,,1,2895,7.37,109,,,CASH,,,,0,,,5,,48,9/9/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
110,APON-030-014-0314-08,1,34,222-002,SHED,3,1793,Mango orchard,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,8,R,5/20/2021,,1,1,4/29/2021,1,4/29/2021,22520,1,4/7/2022,0,4/7/2022,,1,17480,9.83,110,,,CASH,,,,0,,,5,,37,5/19/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
111,APON-030-014-0317-15,1,34,222-003,RMC-M,3,1798,Nursary,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,15,R,11/5/2020,,1,1,10/17/2020,1,10/17/2020,22520,1,9/16/2021,0,9/16/2021,,1,6500,9.83,111,,,CASH,,,,0,,,5,,35,10/21/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
112,APON-030-014-0322-07,1,34,222-004,ME-M-84,3,1802,Others agriculture,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,7,R,11/26/2020,,1,1,11/12/2020,1,11/12/2020,22520,1,11/11/2021,0,11/11/2021,,1,8660,9.83,112,,,CASH,,,,0,,,5,,42,11/11/2021,,,0,,0,8/1/2021 12:06,11/16/2021 9:17,,0,0,,
113,APON-030-015-0323-11,1,34,222-001,ME-M-96,3,1804,Paddy cultivation,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,11,R,6/17/2021,,1,1,5/29/2021,1,5/29/2021,11260,1,5/12/2022,0,5/12/2022,,1,9340,4.92,113,,,CASH,,,,0,,,5,,51,6/16/2022,,,0,,0,8/1/2021 12:06,5/12/2022 19:57,,0,0,,
114,APON-030-015-0324-10,1,34,222-002,SL,3,1808,Plum cultivation,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,11260,1,9/30/2021,0,9/30/2021,,1,2890,4.92,114,,,CASH,,,,0,,,5,,43,10/7/2021,,,0,,0,8/1/2021 12:06,10/9/2021 14:30,,0,0,,
115,APON-030-015-0325-11,1,34,222-003,JAGO-W,3,1812,Poltry firm,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,11,R,7/15/2021,,1,1,6/24/2021,1,6/24/2021,78820,1,6/2/2022,0,6/2/2022,,1,70000,34.41,115,,,CASH,,,,0,,,5,,44,6/30/2022,,,0,,0,8/1/2021 12:06,6/2/2022 19:07,,0,0,,
116,APON-030-015-0326-10,1,34,222-004,JAGO-M,3,1817,Potato cultivation,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,10,R,10/1/2020,,1,1,9/17/2020,1,9/17/2020,11260,1,9/9/2021,0,9/9/2021,,1,2410,4.92,116,,,CASH,,,,0,,,5,,55,9/16/2021,,,0,,0,8/1/2021 12:06,9/11/2021 16:18,,0,0,,
117,APON-030-015-0327-16,1,34,222-001,RMC-W,3,1821,Raising goats,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,16,R,11/19/2020,,1,1,10/31/2020,1,10/31/2020,11260,1,11/11/2021,0,11/11/2021,,1,3850,4.92,117,,,CASH,,,,0,,,5,,44,11/4/2021,,,0,,0,8/1/2021 12:06,11/16/2021 15:01,,0,0,,
118,APON-030-015-0328-18,1,34,222-002,ME-W,3,1827,Spice Plantations,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,18,R,3/25/2021,,1,1,3/6/2021,1,3/6/2021,45040,1,12/30/2021,0,12/30/2021,,1,29920,19.66,118,,,CASH,,,,0,,,5,,49,3/10/2022,,,0,,0,8/1/2021 12:06,1/1/2022 15:37,,0,0,,
119,APON-030-015-0331-11,1,34,222-003,RMC-NBL,3,1828,Vegetable cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,7/30/2020,,1,1,7/16/2020,1,7/16/2020,55174,1,7/15/2021,0,7/15/2021,,1,1225,24.09,119,,,CASH,,,,0,,,5,,63,6/24/2021,,,0,,0,8/1/2021 12:06,8/11/2021 20:12,,0,0,,
120,APON-030-015-0332-21,1,34,222-004,ME-NBL,3,1830,Wheat farming,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,21,R,1/28/2021,,1,1,1/14/2021,1,1/14/2021,90080,1,11/25/2021,0,11/25/2021,,1,48080,39.32,120,,,CASH,,,,0,,,5,,39,1/13/2022,,,0,,0,8/1/2021 12:06,11/27/2021 10:29,,0,0,,
121,APON-030-015-0333-14,1,34,222-001,SHED,3,1831,Agricultural tools,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,14,R,11/12/2020,,1,1,10/29/2020,1,10/29/2020,45040,1,11/11/2021,0,11/11/2021,,1,15640,19.66,121,,,CASH,,,,0,,,5,,38,10/28/2021,,,0,,0,8/1/2021 12:06,11/16/2021 9:17,,0,0,,
122,APON-030-015-0334-18,1,34,222-002,RMC-M,3,1835,Banana cultivation,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,18,R,12/31/2020,,1,1,12/10/2020,1,12/10/2020,67560,1,11/4/2021,0,11/4/2021,,1,31020,29.49,122,,,CASH,,,,0,,,5,,59,12/9/2021,,,0,,0,8/1/2021 12:06,11/13/2021 11:03,,0,0,,
123,APON-030-015-0335-12,1,34,222-003,ME-M-84,3,1838,Betel leaf cultivation,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,12/10/2020,,1,1,11/23/2020,1,11/23/2020,55174,1,11/25/2021,0,11/25/2021,,1,22246,24.09,123,,,CASH,,,,0,,,5,,34,11/25/2021,,,0,,0,8/1/2021 12:06,11/27/2021 10:29,,0,0,,
124,APON-030-015-0336-10,1,34,222-004,ME-M-96,3,1840,Cow fattening,D,25000,24,0,3150,0,0,,250,28150,46,625,W,12,30,H,10,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,28150,1,9/2/2021,0,9/2/2021,,1,7825,12.29,124,,,CASH,,,,0,,,5,,44,10/7/2021,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
125,APON-030-015-0340-08,1,34,222-001,SL,3,1841,Dairy firm,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,8,R,10/22/2020,,1,1,10/8/2020,1,10/8/2020,67560,1,9/23/2021,0,9/23/2021,,1,18780,29.49,125,,,CASH,,,,0,,,5,,46,10/7/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
126,APON-030-015-0343-16,1,34,222-002,RMC-W,3,1842,Fish farming,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,16,R,4/1/2021,,1,1,3/15/2021,1,3/15/2021,45040,1,2/17/2022,0,2/17/2022,,1,30760,19.66,126,,,CASH,,,,0,,,5,,46,3/24/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
127,APON-030-015-0344-08,1,34,222-003,ME-W,3,1845,Guava garden,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,8,R,8/27/2020,,1,1,8/13/2020,1,8/13/2020,45040,1,9/2/2021,0,9/2/2021,,1,4840,19.66,127,,,CASH,,,,0,,,5,,30,8/12/2021,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
128,APON-030-015-0348-11,1,34,222-004,RMC-NBL,3,1848,Jute cultivation,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,11,R,10/8/2020,,1,1,9/24/2020,1,9/24/2020,22520,1,9/23/2021,0,9/23/2021,,1,4820,9.83,128,,,CASH,,,,0,,,5,,50,9/23/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
129,APON-030-015-0349-11,1,34,222-001,RMC-W,3,1850,Litchi garden,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,11,R,5/20/2021,,1,1,4/29/2021,1,4/29/2021,45040,1,5/12/2022,0,5/12/2022,,1,34960,19.66,129,,,CASH,,,,0,,,5,,32,5/19/2022,,,0,,0,8/1/2021 12:06,5/12/2022 19:57,,0,0,,
130,APON-030-015-0353-08,1,34,222-002,ME-W,3,1853,Mango orchard,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,8,R,9/24/2020,,1,1,9/10/2020,1,9/10/2020,67560,1,9/16/2021,0,9/16/2021,,1,13020,29.49,130,,,CASH,,,,0,,,5,,59,9/9/2021,,,0,,0,8/1/2021 12:06,9/18/2021 16:27,,0,0,,
131,APON-030-016-0355-23,1,34,222-003,RMC-NBL,3,1855,Nursary,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,23,R,4/8/2021,,1,1,3/25/2021,1,3/25/2021,55174,1,3/3/2022,0,3/3/2022,,1,39739,24.09,131,,,CASH,,,,0,,,5,,64,3/31/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
132,APON-030-016-0360-06,1,34,222-004,ME-NBL,3,1856,Others agriculture,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,6,R,1/9/2020,,1,1,12/22/2019,1,12/22/2019,,0,,1,,,1,29449,24.09,132,,,CASH,,,,0,,,5,,23,2/4/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
133,APON-030-016-0362-10,1,34,222-001,SHED,3,1857,Paddy cultivation,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,10,R,12/17/2020,,1,1,11/30/2020,1,11/30/2020,33780,1,12/2/2021,0,12/2/2021,,1,14250,14.75,133,,,CASH,,,,0,,,5,,32,12/2/2021,,,0,,0,8/1/2021 12:06,12/5/2021 9:22,,0,0,,
