id,customized_loan_no,loan_application_no,branch_id,samity_id,product_id,interest_rate_id,member_id,purpose_id,interest_calculation_method,loan_amount,interest_rate,interest_rate_index,interest_amount,interest_amount_without_roundup,discount_interest_amount,insurance_guarantor_percentage,insurance_amount,total_payable_amount,number_of_installment,installment_amount,repayment_frequency,loan_period_in_month,loan_period_in_day,mode_of_interest,cycle,loan_type,first_repayment_date,is_interest_charged_if_last_repay_date_exceeds,is_authorized,disbursed_by,disburse_date,authorized_by,authorization_date,fully_paid_amount,is_loan_fully_paid,loan_fully_paid_date,current_status,loan_closing_date,loan_closing_info_verified_by,is_migrated,opening_loan_outstanding_amount,extra_installment_amount,original_loan_id,transfer_in_date,transfer_out_date,payment_type,bank_head_id,cheque_no,note,additinal_fee,loan_proposal_form_id,parent_loan_id,loan_form_fee,folio_number,member_age,last_schedule_date,disburse_phase,loan_commencement_date,law_suit,cut_off_date,audit_fee,insert_time,update_time,loan_initiator_id,loan_approver_employee_id,loan_insurance_type,sales_invoice_no,ussd_code
238,APON-030-031-0680-09,1,34,1853,3,3,350,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,9,R,9/10/2020,,1,1,8/22/2020,1,8/22/2020,11260,1,8/26/2021,0,8/26/2021,,1,1450,4.92,238,,,CASH,,,,0,,,5,,53,8/26/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
239,APON-030-031-0681-21,1,34,1853,3,3,351,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,21,R,12/10/2020,,1,1,11/25/2020,1,11/25/2020,55174,1,11/18/2021,0,11/18/2021,,1,23275,24.09,239,,,CASH,,,,0,,,5,,45,11/25/2021,,,0,,0,8/1/2021 12:06,11/20/2021 10:38,,0,0,,
240,APON-030-031-0682-03,1,34,1853,3,3,352,85,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,3,R,1/28/2021,,1,1,1/14/2021,1,1/14/2021,11260,1,1/6/2022,0,1/6/2022,,1,6010,4.92,240,,,CASH,,,,0,,,5,,58,1/13/2022,,,0,,0,8/1/2021 12:06,1/8/2022 10:11,,0,0,,
241,APON-030-031-0683-14,1,34,1853,3,3,353,58,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,14,R,7/15/2021,,1,1,6/26/2021,1,6/26/2021,22520,1,6/2/2022,0,6/2/2022,,1,20000,9.83,241,,,CASH,,,,0,,,5,,46,6/30/2022,,,0,,0,8/1/2021 12:06,6/2/2022 19:07,,0,0,,
242,APON-030-031-0686-16,1,34,1853,3,3,354,41,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,16,R,9/24/2020,,1,1,9/10/2020,1,9/10/2020,33780,1,9/2/2021,0,9/2/2021,,1,6510,14.75,242,,,CASH,,,,0,,,5,,64,9/9/2021,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
243,APON-030-031-0689-05,1,34,1853,3,3,356,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,5,R,1/28/2021,,1,1,1/14/2021,1,1/14/2021,16890,1,12/23/2021,0,12/23/2021,,1,9015,7.37,243,,,CASH,,,,0,,,5,,33,1/13/2022,,,0,,0,8/1/2021 12:06,12/23/2021 18:14,,0,0,,
244,APON-030-031-0690-14,1,34,1853,3,3,357,86,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,14,R,7/15/2021,,1,1,6/26/2021,1,6/26/2021,67560,1,6/23/2022,0,6/23/2022,,1,60000,29.49,244,,,CASH,,,,0,,,5,,37,6/30/2022,,,0,,0,8/1/2021 12:06,6/23/2022 20:43,,0,0,,
245,APON-030-031-0693-02,1,34,1853,3,3,358,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,2,R,4/15/2021,,1,1,3/31/2021,1,3/31/2021,22520,1,3/10/2022,0,3/10/2022,,1,16220,9.83,245,,,CASH,,,,0,,,5,,41,4/7/2022,,,0,,0,8/1/2021 12:06,3/10/2022 19:19,,0,0,,
246,APON-030-031-0694-05,1,34,1853,3,3,359,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,5,R,12/10/2020,,1,1,11/21/2020,1,11/21/2020,22520,1,12/2/2021,0,12/2/2021,,1,9080,9.83,246,,,CASH,,,,0,,,5,,45,11/25/2021,,,0,,0,8/1/2021 12:06,12/4/2021 16:56,,0,0,,
247,APON-030-031-0697-03,1,34,1853,3,3,361,71,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,3,R,11/19/2020,,1,1,11/5/2020,1,11/5/2020,45040,1,9/30/2021,0,9/30/2021,,1,16360,19.66,247,,,CASH,,,,0,,,5,,49,11/4/2021,,,0,,0,8/1/2021 12:06,10/2/2021 13:39,,0,0,,
248,APON-030-031-0703-11,1,34,1853,3,3,362,86,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,11,R,12/10/2020,,1,1,11/26/2020,1,11/26/2020,78820,1,9/23/2021,0,9/23/2021,,1,33250,34.41,248,,,CASH,,,,0,,,5,,32,11/25/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
249,APON-030-031-0704-11,1,34,1853,3,3,363,88,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,11,R,12/10/2020,,1,1,11/26/2020,1,11/26/2020,78820,1,11/4/2021,0,11/4/2021,,1,33250,34.41,249,,,CASH,,,,0,,,5,,34,11/25/2021,,,0,,0,8/1/2021 12:06,11/13/2021 11:03,,0,0,,
250,APON-030-031-0706-02,1,34,1853,3,3,364,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,2,R,6/3/2021,,1,1,5/20/2021,1,5/20/2021,45040,1,4/21/2022,0,4/21/2022,,1,36640,19.66,250,,,CASH,,,,0,,,5,,41,6/2/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
251,APON-030-032-0710-02,1,34,1854,3,3,368,48,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,1/21/2021,,1,1,1/7/2021,1,1/7/2021,11260,1,1/13/2022,0,1/13/2022,,1,5800,4.92,251,,,CASH,,,,0,,,5,,41,1/6/2022,,,0,,0,8/1/2021 12:06,1/15/2022 12:13,,0,0,,
252,APON-030-032-0711-02,1,34,1854,3,3,369,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,2/25/2021,,1,1,2/11/2021,1,2/11/2021,11260,1,2/17/2022,0,2/17/2022,,1,6850,4.92,252,,,CASH,,,,0,,,5,,45,2/10/2022,,,0,,0,8/1/2021 12:06,2/19/2022 11:46,,0,0,,
253,APON-030-032-0715-15,1,34,1854,3,3,371,86,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,15,R,12/10/2020,,1,1,11/26/2020,1,11/26/2020,33780,1,9/23/2021,0,9/23/2021,,1,14250,14.75,253,,,CASH,,,,0,,,5,,61,11/25/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
254,APON-030-032-0720-05,1,34,1854,3,3,373,1,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,1/14/2021,,1,1,12/28/2020,1,12/28/2020,11260,1,1/13/2022,0,1/13/2022,,1,5590,4.92,254,,,CASH,,,,0,,,5,,38,12/30/2021,,,0,,0,8/1/2021 12:06,1/15/2022 12:13,,0,0,,
255,APON-030-032-0722-02,1,34,1854,3,3,374,85,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,2,R,4/8/2021,,1,1,3/25/2021,1,3/25/2021,22520,1,4/7/2022,0,4/7/2022,,1,16220,9.83,255,,,CASH,,,,0,,,5,,43,3/31/2022,,,0,,0,8/1/2021 12:06,4/7/2022 19:42,,0,0,,
256,APON-030-032-0723-05,1,34,1854,3,3,375,89,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,12/31/2020,,1,1,12/10/2020,1,12/10/2020,11260,1,12/23/2021,0,12/23/2021,,1,5170,4.92,256,,,CASH,,,,0,,,5,,39,12/9/2021,,,0,,0,8/1/2021 12:06,12/23/2021 18:14,,0,0,,
257,APON-030-032-0727-02,1,34,1854,3,3,378,48,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,2,R,11/19/2020,,1,1,11/5/2020,1,11/5/2020,11260,1,10/14/2021,0,10/14/2021,,1,4090,4.92,257,,,CASH,,,,0,,,5,,46,11/4/2021,,,0,,0,8/1/2021 12:06,10/16/2021 12:15,,0,0,,
258,APON-030-033-0729-14,1,34,1855,3,3,380,86,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,14,R,1/14/2021,,1,1,12/27/2020,1,12/27/2020,67560,1,10/21/2021,0,10/21/2021,,1,32280,29.49,258,,,CASH,,,,0,,,5,,49,12/30/2021,,,0,,0,8/1/2021 12:06,10/23/2021 17:09,,0,0,,
259,APON-030-033-0732-02,1,34,1855,3,3,382,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,2,R,2/11/2021,,1,1,1/28/2021,1,1/28/2021,33780,1,9/2/2021,0,9/2/2021,,1,19920,14.75,259,,,CASH,,,,0,,,5,,59,1/27/2022,,,0,,0,8/1/2021 12:06,9/4/2021 18:05,,0,0,,
260,APON-030-033-0733-14,1,34,1855,3,3,383,88,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,14,R,10/1/2020,,1,1,9/16/2020,1,9/16/2020,78820,1,9/23/2021,0,9/23/2021,,1,18550,34.41,260,,,CASH,,,,0,,,5,,66,9/16/2021,,,0,,0,8/1/2021 12:06,9/25/2021 13:23,,0,0,,
261,APON-030-033-0735-22,1,34,1855,3,3,384,1,D,70000,24,0,8820,0,0,,700,78820,46,1750,W,12,30,H,22,R,4/15/2021,,1,1,4/1/2021,1,4/1/2021,78820,1,4/7/2022,0,4/7/2022,,1,58240,34.41,261,,,CASH,,,,0,,,5,,51,4/7/2022,,,0,,0,8/1/2021 12:06,4/7/2022 19:42,,0,0,,
262,APON-030-033-0740-02,1,34,1855,3,3,386,48,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,2,R,3/25/2021,,1,1,3/11/2021,1,3/11/2021,33780,1,1/6/2022,0,1/6/2022,,1,23070,14.75,262,,,CASH,,,,0,,,5,,24,3/10/2022,,,0,,0,8/1/2021 12:06,1/8/2022 10:11,,0,0,,
263,APON-030-033-0741-11,1,34,1855,3,3,387,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,9/24/2020,,1,1,9/10/2020,1,9/10/2020,55174,1,7/15/2021,0,7/15/2021,,1,11809,24.09,263,,,CASH,,,,0,,,5,,32,9/9/2021,,,0,,0,8/1/2021 12:06,9/14/2021 10:41,,0,0,,
264,APON-030-033-0742-11,1,34,1855,3,3,388,48,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,11,R,9/24/2020,,1,1,9/5/2020,1,9/5/2020,33780,1,1/6/2022,0,1/6/2022,,1,10110,14.75,264,,,CASH,,,,0,,,5,,34,9/9/2021,,,0,,0,8/1/2021 12:06,1/8/2022 10:11,,0,0,,
265,APON-030-033-0750-14,1,34,1855,3,3,389,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,14,R,9/1/2016,,1,1,8/18/2016,1,8/18/2016,,0,,1,,,1,21070,24.09,265,,,CASH,,,,0,,,5,,48,7/13/2017,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
266,APON-030-033-0752-07,1,34,1855,3,3,390,1,D,24000,24,0,3024,0,0,,240,27024,46,600,W,12,30,H,7,R,3/20/2014,,1,1,3/6/2014,1,3/6/2014,27024,1,8/12/2021,0,8/12/2021,,1,5952,11.8,266,,,CASH,,,,0,,,5,,47,1/29/2015,,,0,,0,8/1/2021 12:06,8/30/2021 10:40,,0,0,,
267,APON-030-033-0753-05,1,34,1855,3,3,391,88,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,5,R,2/11/2021,,1,1,1/23/2021,1,1/23/2021,11260,1,1/27/2022,0,1/27/2022,,1,6220,4.92,267,,,CASH,,,,0,,,5,,38,1/27/2022,,,0,,0,8/1/2021 12:06,1/27/2022 20:49,,0,0,,
268,APON-030-033-0754-09,1,34,1855,3,3,392,88,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,9,R,6/24/2021,,1,1,6/5/2021,1,6/5/2021,67560,1,5/26/2022,0,5/26/2022,,1,57480,29.49,268,,,CASH,,,,0,,,5,,36,6/23/2022,,,0,,0,8/1/2021 12:06,5/26/2022 19:40,,0,0,,
269,APON-030-033-0760-12,1,34,1855,3,3,393,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,12,R,11/3/2016,,1,1,10/20/2016,1,10/20/2016,,0,,1,,,1,11225,24.09,269,,,CASH,,,,0,,,5,,37,9/14/2017,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
270,APON-030-035-0768-16,1,34,1857,3,3,395,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,16,R,11/2/2020,,1,1,10/12/2020,1,10/12/2020,55174,1,10/18/2021,0,10/18/2021,,1,15337,24.09,270,,,CASH,,,,0,,,5,,56,10/25/2021,,,0,,0,8/1/2021 12:06,10/18/2021 18:17,,0,0,,
271,APON-030-035-0769-21,1,34,1857,3,3,396,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,21,R,12/7/2020,,1,1,11/23/2020,1,11/23/2020,22520,1,11/22/2021,0,11/22/2021,,1,8180,9.83,271,,,CASH,,,,0,,,5,,49,11/29/2021,,,0,,0,8/1/2021 12:06,11/22/2021 18:37,,0,0,,
272,APON-030-035-0770-22,1,34,1857,3,3,397,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,22,R,6/14/2021,,1,1,5/31/2021,1,5/31/2021,22520,1,5/16/2022,0,5/16/2022,,1,18740,9.83,272,,,CASH,,,,0,,,5,,32,5/30/2022,,,0,,0,8/1/2021 12:06,5/16/2022 18:42,,0,0,,
273,APON-030-035-0771-18,1,34,1857,3,3,398,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,18,R,9/21/2020,,1,1,9/7/2020,1,9/7/2020,55174,1,8/23/2021,0,8/23/2021,,1,8281,24.09,273,,,CASH,,,,0,,,5,,41,9/20/2021,,,0,,0,8/1/2021 12:06,9/1/2021 16:55,,0,0,,
274,APON-030-035-0773-14,1,34,1857,3,3,400,7,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,14,R,11/23/2020,,1,1,11/9/2020,1,11/9/2020,67560,1,11/15/2021,0,11/15/2021,,1,21840,29.49,274,,,CASH,,,,0,,,5,,34,11/15/2021,,,0,,0,8/1/2021 12:06,11/17/2021 9:24,,0,0,,
275,APON-030-035-0775-13,1,34,1857,3,3,401,88,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,13,R,5/24/2021,,1,1,5/6/2021,1,5/6/2021,,0,,1,,,1,42826,24.09,275,,,CASH,,,,0,,,5,,39,5/9/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
276,APON-030-035-0777-11,1,34,1857,3,3,402,88,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,11,R,7/19/2021,,1,1,6/21/2021,1,6/21/2021,90080,1,6/6/2022,0,6/6/2022,,1,80000,39.32,276,,,CASH,,,,0,,,5,,33,6/20/2022,,,0,,0,8/1/2021 12:06,6/6/2022 18:45,,0,0,,
277,APON-030-035-0778-11,1,34,1857,3,3,403,25,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,5/17/2021,,1,1,5/3/2021,1,5/3/2021,55174,1,11/14/2022,0,11/14/2022,,1,43855,24.09,277,,,CASH,,,,0,,,5,,34,4/25/2022,,,0,,0,8/1/2021 12:06,11/14/2022 20:23,,0,0,,
278,APON-030-035-0779-06,1,34,1857,3,3,404,86,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,6,R,7/30/2012,,1,1,7/13/2012,1,7/13/2012,15000,1,6/28/2022,0,6/28/2022,196210,1,949,7.37,278,,,CASH,,,,0,,,5,,38,6/10/2013,,,0,,0,8/1/2021 12:06,6/28/2022 12:02,,0,0,,
279,APON-030-035-0780-11,1,34,1857,3,3,405,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,11,R,2/22/2021,,1,1,2/8/2021,1,2/8/2021,55174,1,3/28/2022,0,3/28/2022,,1,34594,24.09,279,,,CASH,,,,0,,,5,,31,2/14/2022,,,0,,0,8/1/2021 12:06,3/28/2022 20:25,,0,0,,
280,APON-030-035-0781-09,1,34,1857,3,3,406,25,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,9,R,2/15/2021,,1,1,2/1/2021,1,2/1/2021,,0,,1,,,1,31507,24.09,280,,,CASH,,,,0,,,5,,46,2/7/2022,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
281,APON-030-036-0784-07,1,34,1858,3,3,407,54,D,45000,24,0,5670,0,0,,450,50670,46,1125,W,12,30,H,7,R,7/30/2017,,1,1,7/16/2017,1,7/16/2017,,0,,1,,,1,7548,22.12,281,,,CASH,,,,0,,,5,,53,6/10/2018,,,0,,0,8/1/2021 12:06,8/4/2021 9:59,,0,0,,
282,APON-030-036-0785-10,1,34,1858,3,3,408,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,10,R,6/13/2021,,1,1,5/24/2021,1,5/24/2021,55174,1,5/22/2022,0,5/22/2022,,1,44884,24.09,282,,,CASH,,,,0,,,5,,59,6/12/2022,,,0,,0,8/1/2021 12:06,5/22/2022 19:17,,0,0,,
283,APON-030-036-0786-02,1,34,1858,3,3,409,54,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,2,R,7/12/2020,,1,1,6/28/2020,1,6/28/2020,45040,1,9/26/2021,0,9/26/2021,,1,12520,19.66,283,,,CASH,,,,0,,,5,,33,6/20/2021,,,0,,0,8/1/2021 12:06,9/27/2021 9:14,,0,0,,
284,APON-030-036-0794-10,1,34,1858,3,3,410,58,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,10,R,3/14/2021,,1,1,2/28/2021,1,2/28/2021,55174,1,1/23/2022,0,1/23/2022,,1,34594,24.09,284,,,CASH,,,,0,,,5,,47,2/27/2022,,,0,,0,8/1/2021 12:06,1/23/2022 19:22,,0,0,,
285,APON-030-037-0797-13,1,34,1859,3,3,412,1,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,13,R,1/2/2021,,1,1,12/19/2020,1,12/19/2020,45040,1,12/11/2021,0,12/11/2021,,1,21520,19.66,285,,,CASH,,,,0,,,5,,56,12/18/2021,,,0,,0,8/1/2021 12:06,12/12/2021 13:28,,0,0,,
286,APON-030-037-0805-05,1,34,1859,3,3,418,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,5,R,8/22/2020,,1,1,7/29/2020,1,7/29/2020,45040,1,8/21/2021,0,8/21/2021,,1,4840,19.66,286,,,CASH,,,,0,,,5,,39,8/14/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:37,,0,0,,
287,APON-030-037-0807-09,1,34,1859,3,3,419,1,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,9,R,7/17/2021,,1,1,6/26/2021,1,6/26/2021,16890,1,7/2/2022,0,7/2/2022,,1,15000,7.37,287,,,CASH,,,,0,,,5,,36,7/2/2022,,,0,,0,8/1/2021 12:06,7/2/2022 21:04,,0,0,,
288,APON-030-038-0813-08,1,34,1860,3,3,424,31,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,8,R,1/2/2021,,1,1,12/19/2020,1,12/19/2020,45040,1,9/25/2021,0,9/25/2021,,1,19840,19.66,288,,,CASH,,,,0,,,5,,62,12/18/2021,,,0,,0,8/1/2021 12:06,9/25/2021 16:40,,0,0,,
289,APON-030-038-0816-20,1,34,1860,3,3,425,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,20,R,1/2/2021,,1,1,12/19/2020,1,12/19/2020,45040,1,9/25/2021,0,9/25/2021,,1,19840,19.66,289,,,CASH,,,,0,,,5,,42,12/18/2021,,,0,,0,8/1/2021 12:06,9/25/2021 16:40,,0,0,,
290,APON-030-038-0818-10,1,34,1860,3,3,426,86,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,10,R,2/13/2021,,1,1,1/30/2021,1,1/30/2021,90080,1,1/1/2022,0,1/1/2022,,1,53120,39.32,290,,,CASH,,,,0,,,5,,33,2/5/2022,,,0,,0,8/1/2021 12:06,1/13/2022 11:40,,0,0,,
291,APON-030-038-0823-21,1,34,1860,3,3,427,54,D,60000,24,0,7560,0,0,,600,67560,46,1500,W,12,30,H,21,R,9/19/2020,,1,1,9/5/2020,1,9/5/2020,67560,1,9/18/2021,0,9/18/2021,,1,13020,29.49,291,,,CASH,,,,0,,,5,,46,9/11/2021,,,0,,0,8/1/2021 12:06,9/19/2021 10:22,,0,0,,
292,APON-030-038-0824-21,1,34,1860,3,3,428,1,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,21,R,8/22/2020,,1,1,8/8/2020,1,8/8/2020,55174,1,8/21/2021,0,8/21/2021,,1,5929,24.09,292,,,CASH,,,,0,,,5,,53,8/14/2021,,,0,,0,8/1/2021 12:06,8/31/2021 17:54,,0,0,,
293,APON-030-038-0826-10,1,34,1860,3,3,430,1,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,10,R,10/10/2020,,1,1,9/26/2020,1,9/26/2020,22520,1,10/16/2021,0,10/16/2021,,1,5780,9.83,293,,,CASH,,,,0,,,5,,39,10/2/2021,,,0,,0,8/1/2021 12:06,10/17/2021 12:19,,0,0,,
294,APON-030-038-0828-16,1,34,1860,3,3,431,54,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,16,R,3/13/2021,,1,1,2/27/2021,1,2/27/2021,90080,1,1/22/2022,0,1/22/2022,,1,59840,39.32,294,,,CASH,,,,0,,,5,,29,3/5/2022,,,0,,0,8/1/2021 12:06,1/23/2022 11:10,,0,0,,
295,APON-030-039-0832-18,1,34,1861,3,3,432,41,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,18,R,2/13/2021,,1,1,1/24/2021,1,1/24/2021,33780,1,2/12/2022,0,2/12/2022,,1,19290,14.75,295,,,CASH,,,,0,,,5,,51,2/5/2022,,,0,,0,8/1/2021 12:06,4/13/2022 15:51,,0,0,,
296,APON-030-039-0833-18,1,34,1861,3,3,433,7,D,20000,24,0,2520,0,0,,200,22520,46,500,W,12,30,H,18,R,6/26/2021,,1,1,6/6/2021,1,6/6/2021,22520,1,7/16/2022,0,7/16/2022,,1,19160,9.83,296,,,CASH,,,,0,,,5,,54,6/25/2022,,,0,,0,8/1/2021 12:06,7/16/2022 16:51,,0,0,,
297,APON-030-039-0834-12,1,34,1861,3,3,434,89,D,10000,24,0,1260,0,0,,100,11260,46,250,W,12,30,H,12,R,1/2/2021,,1,1,12/13/2020,1,12/13/2020,11260,1,1/1/2022,0,1/1/2022,,1,5380,4.92,297,,,CASH,,,,0,,,5,,49,12/18/2021,,,0,,0,8/1/2021 12:06,1/1/2022 19:41,,0,0,,
298,APON-030-039-0839-21,1,34,1861,3,3,436,86,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,21,R,8/8/2020,,1,1,7/18/2020,1,7/18/2020,55174,1,8/7/2021,0,8/7/2021,,1,4753,24.09,298,,,CASH,,,,0,,,5,,56,8/7/2021,,,0,,0,8/1/2021 12:06,9/15/2021 14:13,,0,0,,
299,APON-030-039-0841-03,1,34,1861,3,3,437,1,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,3,R,10/3/2020,,1,1,9/14/2020,1,9/14/2020,33780,1,9/18/2021,0,9/18/2021,,1,7950,14.75,299,,,CASH,,,,0,,,5,,51,9/25/2021,,,0,,0,8/1/2021 12:06,9/18/2021 17:42,,0,0,,
300,APON-030-039-0842-19,1,34,1861,3,3,438,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,19,R,9/26/2020,,1,1,9/12/2020,1,9/12/2020,33780,1,2/19/2022,0,2/19/2022,,1,8670,14.75,300,,,CASH,,,,0,,,5,,43,9/18/2021,,,0,,0,8/1/2021 12:06,2/20/2022 9:43,,0,0,,
301,APON-030-039-0843-16,1,34,1861,3,3,439,41,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,16,R,1/5/2013,,1,1,12/22/2012,1,12/22/2012,30000,1,6/28/2022,0,6/28/2022,196210,1,3204,14.75,301,,,CASH,,,,0,,,5,,56,11/16/2013,,,0,,0,8/1/2021 12:06,6/28/2022 12:04,,0,0,,
302,APON-030-039-0844-16,1,34,1861,3,3,440,86,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,16,R,4/10/2021,,1,1,3/20/2021,1,3/20/2021,90080,1,2/5/2022,0,2/5/2022,,1,64880,39.32,302,,,CASH,,,,0,,,5,,33,4/9/2022,,,0,,0,8/1/2021 12:06,4/13/2022 14:06,,0,0,,
303,APON-030-039-0846-13,1,34,1861,3,3,441,88,D,49000,24,0,6174,0,0,,490,55174,46,1225,W,12,30,H,13,R,7/4/2020,,1,1,6/20/2020,1,6/20/2020,55174,1,12/11/2021,0,12/11/2021,,1,3577,24.09,303,,,CASH,,,,0,,,5,,36,6/26/2021,,,0,,0,8/1/2021 12:06,12/12/2021 13:28,,0,0,,
304,APON-030-039-0847-08,1,34,1861,3,3,442,25,D,30000,24,0,3780,0,0,,300,33780,46,750,W,12,30,H,8,R,10/20/2012,,1,1,10/1/2012,1,10/1/2012,30000,1,6/28/2022,0,6/28/2022,196210,1,4880,14.75,304,,,CASH,,,,0,,,5,,34,8/31/2013,,,0,,0,8/1/2021 12:06,6/28/2022 12:05,,0,0,,
305,APON-030-039-0849-07,1,34,1861,3,3,443,31,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,7,R,10/3/2020,,1,1,9/13/2020,1,9/13/2020,45040,1,10/2/2021,0,10/2/2021,,1,9640,19.66,305,,,CASH,,,,0,,,5,,37,9/25/2021,,,0,,0,8/1/2021 12:06,10/4/2021 11:42,,0,0,,
306,APON-030-039-0850-03,1,34,1861,3,3,444,25,D,80000,24,0,10080,0,0,,800,90080,46,2000,W,12,30,H,3,R,5/29/2021,,1,1,5/9/2021,1,5/9/2021,90080,1,4/2/2022,0,4/2/2022,,1,69920,39.32,306,,,CASH,,,,0,,,5,,52,5/28/2022,,,0,,0,8/1/2021 12:06,6/12/2022 19:27,,0,0,,
307,APON-030-039-0852-06,1,34,1861,3,3,445,86,D,40000,24,0,5040,0,0,,400,45040,46,1000,W,12,30,H,6,R,10/31/2020,,1,1,10/11/2020,1,10/11/2020,45040,1,10/16/2021,0,10/16/2021,,1,14440,19.66,307,,,CASH,,,,0,,,5,,47,10/23/2021,,,0,,0,8/1/2021 12:06,10/17/2021 12:19,,0,0,,
308,APON-030-039-0858-04,1,34,1861,3,3,448,58,D,15000,24,0,1890,0,0,,150,16890,46,375,W,12,30,H,4,R,1/16/2021,,1,1,1/2/2021,1,1/2/2021,16890,1,12/4/2021,0,12/4/2021,,1,8700,7.37,308,,,CASH,,,,0,,,5,,61,1/8/2022,,,0,,0,8/1/2021 12:06,12/5/2021 11:42,,0,0,,
